Company Name,BAN,Substance Abuse,LCSW,LPC,MFT,LMSW,PLPC,Psychiatric Nurse Practitioner,Psychiatrist,Psychologist,Alcohol and Substance Abuse,Anger Management,Child/Adolescent,Domestic Violence,Faith Based,Family/Marriage,General Mental Health,Post Traumatic Stress,Sexual Assault,Suicide Prevention,Traumatic Brain Injury,Website,Phone Number,Zip Code,Country ,TRICARE,Military Culture,Admin Notes,Location 1,Suite No.
Lafayette House,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,http://www.lafayettehouse.org,4177821772,64801,United States,No,"Not yet, but I would like to work with the military community",,"1809 S. Connor Ave
Joplin, Missouri 64801
(37.072017, -94.523117)",
Lakeside Counseling,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,8165827785,64089,United States,Yes,"Yes, I have training in military culture",,"207 Doubletree
Smithville, Missouri 64089
(39.378812, -94.597025)",
"Lawrence E O'Renick, MA, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,8168042839,64064,United States,Yes,"Yes, I have served in the military",,"4045 NE. Lakewood Way
Lee's Summit, Missouri 64064
(38.985452, -94.35597)",Suite 130
"Lee  Harris, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.inspiredhorizons.org,8165100220,64118,United States,No,"Not yet, but I would like to work with the military community",,"5500 N. Oak Trafficway
Kansas City, Missouri 64118
(39.194556, -94.576542)",Suite 204
Leonard E. Bradley,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,3145744081,,United States,No,"Not yet, but I would like to work with the military community",,"233 Savoy Drive
Lake St Louis, Missouri 63361-1217
(38.799502, -90.788518)",
Life Counseling Centers,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,http://Lifecounselingcenters.com,3147208730,63141,United States,No,"Not yet, but I would like to work with the military community",,"655 Craig Rd
Creve Coeur, Missouri 63141
(38.667709, -90.437047)",Suite 318
"Life Enhancement Center, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,8164578234,64114,United States,No,"Not yet, but I would like to work with the military community",,"8080 Ward Parkway
Kansas City, Missouri 64114
(38.983855, -94.606809)",Suite 334
"LifeQuest Christian Counseling Services, Inc",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,http://www.lqccs.org/,3148309970,63031,United States,No,"Not yet, but I would like to work with the military community",,"203 Dunn Rd
Florissant, Missouri 63031
(38.775859, -90.334021)",
"Life Restoration Counseling, LLC",No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,6362930044,63303,United States,No,"Not yet, but I would like to work with the military community",,"1550 Wall Street
St. Peters, Missouri 63303
(38.779505, -90.52473)",Suite 231
Lighthouse Counseling Services Inc.,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,http://www.claytonbehavioral.com,3144032113,63124,United States,No,"Not yet, but I would like to work with the military community",,"9890 Clayton Rd
Ladue, Missouri 63124
(38.637755, -90.391356)",Suite 100
"Linda Barbour, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,6608271220,65301,United States,Yes,"Yes, I have training in military culture",,"2018 W. 14th
Sedalia, Missouri 65301
(38.700793, -93.253417)",
Lisa Doyle,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,http://www.aaesllc.webs.com,8167494060,64508,United States,No,"Not yet, but I would like to work with the military community",,"3442 Ashland Ave
St. Joseph, Missouri 64508
(39.800869, -94.816164)",
"Lora Winn Rochelle DBA Professional Counseling Service, LLC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,8163096322,64131,United States,No,"Yes, I have training in military culture",,"400 East Redbridge
Kansas City, Missouri 64131
(38.92667, -94.587141)",Suite 304
"Lora Winn Rochelle DBA Professional Counseling Service, LLC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,8163096322,64145,United States,No,"Yes, I have training in military culture",,"12104 Madison Court
Kansas City, Missouri 64145
(38.908973, -94.603914)",
"Marcio Guzman, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,,6309918315,63026,United States,No,"Not yet, but I would like to work with the military community",,"1855 Bowles Ave
Fenton, Missouri 63026
(38.540149, -90.471352)",Suite 210
"Margaret Daniels, MS, LPC, NCC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,,4173127282,64850,United States,No,"Not yet, but I would like to work with the military community",,"735 W Harmony
Neosho, Missouri 64850
(36.869023, -94.37956)",Suite B
"Mark Tobin Counseling, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://matktobin.com,3147910775,63141,United States,No,"Not yet, but I would like to work with the military community",,"933 Gardenview Office Parkway
St. Louis, Missouri 63141
(38.674085, -90.40711)",
"Melissa Williams, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,5738748818,65201,United States,No,"Not yet, but I would like to work with the military community",,"1310 Old 63 S
Columbia, Missouri 65201
(38.934242, -92.30962)",Suite 1
mentalkevlar (In Home Counseling Available),No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,9137050033,65584,United States,No,"Yes, I have training in military culture",,"St. Robert, Missouri 65584
(37.827013, -92.133017)",
"Michele Meyer, LPC",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,,3149839230,63146,United States,No,"Not yet, but I would like to work with the military community",,"11786 Westline Industrial Drive
St. Louis, Missouri 63146
(38.702912, -90.434167)",
Midtown Psychological Services,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://midtownpsych.net,8165619494,64111,United States,No,"Yes, I have training in military culture",,"3914 Washington St
Kansas City, Missouri 64111
(39.056185, -94.591537)",
Midwest Assessment and Psychotherapy Solutions (MAPS),No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,http://www.midwestassessment.com,4175974309,65803,United States,No,"Yes, I have training in military culture",,"3646 S. Campbell Ave
Springfield, Missouri 65803
(37.149808, -93.295863)",
Midwest Assessment and Psychotherapy Solutions (MAPS),No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,http://www.midwestassessment.com,4175974309,65807,United States,Yes,"Not yet, but I would like to work with the military community",,"2108 W Vista St
Springfield, Missouri 65807
(37.165122, -93.321593)",
Midwest Assessment and Psychotherapy Solutions (MAPS),No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,http://www.midwestassessment.com,4175974309,65802,United States,Yes,"Yes, I have served in the military",,"230 N. Belcrest
Springfield, Missouri 65802
(37.20889, -93.234337)",Suite A
Midwest Assessment and Psychotherapy Solutions (MAPS),No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,http://www.midwestassessment.com,4175974309,65708,United States,Yes,"Not yet, but I would like to work with the military community",,"864 Hwy 60
Monett, Missouri 65708
(36.914514, -93.907189)",Suite F
Midwest Assessment and Psychotherapy Solutions (MAPS) (ages 10-18),No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.midwestassessment.com,4174131593,65714,United States,Yes,"Not yet, but I would like to work with the military community",,"560 W. Mt. Vernon
Nixa, Missouri 65714
(37.043634, -93.305564)",
Midwest Counseling and Consulting (in-home counseling),No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,http://www.midwest-counseling.com,3145043828,63122,United States,No,"Yes, I have training in military culture",,"St. Louis
St. Louis, Missouri 63122
(38.72125, -90.369814)",
"Mineral Area CPRC, Inc",No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,,5737562899,63640,United States,No,"Not yet, but I would like to work with the military community",,"203 South Washington
Farmington, Missouri 63640
(37.77912, -90.421219)",
Mission Missouri,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,http://www.missionmissouri.com,5734810505,63801,United States,No,"Not yet, but I would like to work with the military community",,"509 Ruth Street
Sikeston, Missouri 63801
(36.871395, -89.595376)",
"Mona Evans, LCSW",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.respsych.com,6369312900,63028,United States,No,"Not yet, but I would like to work with the military community",,"998 East Gannon Drive
Festus, Missouri 63028
(38.212613, -90.400279)",Suite 120
"Monica Hutchison, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,5732016758,65453,United States,No,"Not yet, but I would like to work with the military community",,"368 Holly Lane
Cuba, Missouri 65453
(38.056776, -91.432405)",
"New Journey Counseling, LLC",No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,6603950090,63552,United States,No,"Not yet, but I would like to work with the military community",,"218 N Rollins
Macon, Missouri 63552
(39.739547, -92.472949)",Suite 101
New Vision Counseling,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,http://www.newvisioncounseling.com,5733343486,63701,United States,No,"Not yet, but I would like to work with the military community",,"619 N. Broadview
Cape Girardeau, Missouri 63701
(37.314792, -89.553477)",
North Central Missouri Mental Health Center,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,http://www.ncmmh.org,6603594487,63556,United States,No,"Not yet, but I would like to work with the military community",,"611 W. 3rd Street
Milan, Missouri 63556
(40.202019, -93.132851)",
North Central Missouri Mental Health Center,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,http://www.ncmmh.org,6603594487,64683,United States,Yes,"Not yet, but I would like to work with the military community",,"1601 East 28th Street
Trenton, Missouri 64683
(40.09016, -93.60191)",
North Central Missouri Mental Health Center,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,http://www.ncmmh.org,6603594487,64628,United States,No,"Not yet, but I would like to work with the military community",,"1102 W. Helm
Brookfield, Missouri 64628
(39.78095, -93.095062)",
North Central Missouri Mental Health Center,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,http://www.ncmmh.org,6603594487,64601,United States,Yes,"Not yet, but I would like to work with the military community",,"401 Youssef Drive
Chillicothe, Missouri 64601
(39.808174, -93.551608)",
North Central Missouri Mental Health Center,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,http://www.ncmmh.org,6603594487,64424,United States,Yes,"Not yet, but I would like to work with the military community",,"4114 Miller Street
Bethany, Missouri 64424
(40.265194, -94.010779)",
North County VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,3143880470,63033,United States,Yes,"Yes, I have training in military culture",,"6845 Parker Rd
Florissant, Missouri 63033
(38.796451, -90.235409)",
Olive Tree Counseling,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://olivetreecounseling.net/,6603721663,65270,United States,No,"Not yet, but I would like to work with the military community",,"222 N Williams Street
Moberly, Missouri 65270
(39.420496, -92.439164)",
"Olufemi Sharp, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,http://www.olufemis-counseling.com,8166653003,64114,United States,No,"Not yet, but I would like to work with the military community",,"7611 State Line Road
Kansas City, Missouri 64114
(38.989714, -94.607998)",Suite 135
Open Gate Counseling,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,http://www.StLouisWellnessCenter.com,3148085970,63119,United States,No,"Yes, I have training in military culture",,"425 Marshall Avenue
St. Louis, Missouri 63119
(38.604909, -90.345786)",
"Ozark Center/Freeman Health System, Joplin, MO",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,,4173477500,64804,United States,Yes,"Yes, I have training in military culture",,"530 E. 34th Street
Joplin, Missouri 64804
(37.051369, -94.510457)",Suite 102
Ozark Center New Directions,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://ozarkcenter.com,4173477730,64801,United States,Yes,"Yes, I have served in the military",,"305 Virginia
Joplin, Missouri 64801
(37.088586, -94.512211)",
Ozark OB/GYN,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,5737850313,63901,United States,Yes,"Not yet, but I would like to work with the military community",,"225 Physicians Park Drive
Poplar Bluff, Missouri 63901
(36.771091, -90.456439)",Suite 300
Ozarks Medical Center,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.ozarksmedicalcenter.com,4172576762,65711,United States,No,"Not yet, but I would like to work with the military community",,"1604 N. Main
Mountain Grove, Missouri 65711
(37.1442, -92.262936)",
"Pamela Sleeper LCSW, MFT",No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,,3142051707,63141,United States,Yes,"Not yet, but I would like to work with the military community",,"1066 Executive Parkway
St. Louis, Missouri 63141
(38.675756, -90.470687)",Suite 110
Pathways Community Health,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,6608265885,65301,United States,Yes,"Not yet, but I would like to work with the military community",,"1400 South Limit
Sedalia, Missouri 65301
(38.700718, -93.250519)",Suite 9
Pathways Community Health,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,65203,United States,Yes,"Not yet, but I would like to work with the military community",,"1000 W. Nifong
Columbia, Missouri 65203
(38.908719, -92.354713)",Suite 220B
Pathways Community Health,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,65536,United States,Yes,"Not yet, but I would like to work with the military community",,"1216 Deadra Drive
Lebanon, Missouri 65536
(37.669004, -92.636773)",
Pathways Community Health,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,65583,United States,Yes,"Not yet, but I would like to work with the military community",,"704 Route 66
Waynesville, Missouri 65583
(37.820609, -92.213549)",Suite 106
Pathways Community Health,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,64067,United States,Yes,"Not yet, but I would like to work with the military community",,"819 Missouri 13 Business
Lexington, Missouri 64067
(39.175274, -93.87436)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,8884031071,64093,United States,No,"Not yet, but I would like to work with the military community",,"520 Burkarth Road
Warrensburg, Missouri 64093
(38.768336, -93.723629)",Suite C
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,http://www.pathwaysonline.org,4176672262,64772,United States,Yes,"Not yet, but I would like to work with the military community",,"320 N. Mac Boulevard
Nevada, Missouri 64772
(37.836675, -94.329277)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,http://www.pathwaysonline.org/,8884031071,65066,United States,Yes,"Yes, I have training in military culture",,"704 E. Hwy 28
Owensville, Missouri 65066
(38.346652, -91.491012)",
Pathways Community Health,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,http://www.pathwaysonline.org,6607471355,64093,United States,Yes,"Not yet, but I would like to work with the military community",,"703 N. DeVasher
Warrensburg, Missouri 64093
(38.772549, -93.701158)",
Pathways Community Health,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,http://www.pathwaysonline.org/,5736344591,65109,United States,Yes,"Not yet, but I would like to work with the military community",,"204 Metro Drive
Jefferson City, Missouri 65109
(38.594094, -92.222916)",Suite B
Pathways Community Health,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,6606794636,64730,United States,Yes,"Not yet, but I would like to work with the military community",,"205 E. Dakota
Butler, Missouri 64730
(38.257398, -94.329938)",
Pathways Community Health,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,64083,United States,Yes,"Not yet, but I would like to work with the military community",,"1010 Remington Plaza
Raymore, Missouri 64083
(38.812774, -94.47003)",
Pathways Community Health,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,http://www.pathwaysonline.org,6608310908,65340,United States,Yes,"Not yet, but I would like to work with the military community",,"941 S Cherokee Drive
Marshall, Missouri 65340
(39.108593, -93.214008)",Suite 2B
Pathways Community Health,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,65026,United States,Yes,"Not yet, but I would like to work with the military community",,"206 S. Mill Street
Eldon, Missouri 65026
(38.348434, -92.57842)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,5736423239,65251,United States,Yes,"Not yet, but I would like to work with the military community",,"2625 Fairway Drive
Fulton, Missouri 65251
(38.878927, -91.964589)",
Pathways Community Health,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,65109,United States,Yes,"Not yet, but I would like to work with the military community",,"1905 Stadium Boulevard
Jefferson City, Missouri 65109
(38.566709, -92.202298)",
Pathways Community Health,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.pathwaysonline.org,8884031071,65109,United States,Yes,"Not yet, but I would like to work with the military community",,"3400 West Truman Blvd.
Jefferson City, Missouri 65109
(38.59086, -92.246364)",
Pathways Community Health,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,8884031071,65401,United States,Yes,"Not yet, but I would like to work with the military community",,"1450 E. 10th Street
Rolla, Missouri 65401
(37.951515, -91.746768)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,8884031071,65020,United States,Yes,"Not yet, but I would like to work with the military community",,"741 N. Business Route 5
Camdenton, Missouri 65020
(38.014552, -92.755122)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,5734492581,65203,United States,Yes,"Not yet, but I would like to work with the military community",,"117 N. Garth Ave.
Columbia, Missouri 65203
(38.953834, -92.338928)",
Pathways Community Health,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,8884031071,65453,United States,Yes,"Not yet, but I would like to work with the military community",,"1019 West Side Drive
Cuba, Missouri 65453
(38.069609, -91.411438)",
Pathways Community Health,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org,6608858131,64735,United States,Yes,"Not yet, but I would like to work with the military community",,"1800 Community Drive
Clinton, Missouri 64735
(38.393085, -93.768815)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,64701,United States,Yes,"Not yet, but I would like to work with the military community",,"300 Galaxie Avenue
Harrisonville, Missouri 64701
(38.65553, -94.331115)",
Pathways Community Health,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,http://www.pathwaysonline.org,8884031071,64744,United States,Yes,"Not yet, but I would like to work with the military community",,"107 W. Broadway Street
El Dorado Springs, Missouri 64744
(37.877818, -94.021627)",
Pathways Community Health,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pathwaysonline.org/,8884031071,65560,United States,Yes,"Not yet, but I would like to work with the military community",,"913 S. Pershing Ave
Salem, Missouri 65560
(37.636771, -91.530971)",
Pathways Community Health,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.pathwaysonline.org,8884031071,64076,United States,Yes,"Not yet, but I would like to work with the military community",,"1278 W. U.S. Hwy 40
Odessa, Missouri 64076
(39.008264, -93.972537)",
Pathways Community Health,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,http://www.pathwaysonline.org,5734494770,65201,United States,Yes,"Not yet, but I would like to work with the military community",,"403 Dysart Street
Columbia, Missouri 65201
(38.959179, -92.33248)",
Pathways Community Health,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,http://www.pathwaysonline.org,6604281280,65355,United States,Yes,"Not yet, but I would like to work with the military community",,"1330 Commercial
Warsaw, Missouri 65355
(38.249909, -93.369744)",
"Patrice Dumas, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,8168667956,64134,United States,No,"Not yet, but I would like to work with the military community",,"8540 Blue Ridge Blvd
Kansas City, Missouri 64134
(38.968133, -94.497764)",
"Patricia A. Sartini, Inc.",No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,http://www.patriciasartinilmft.com,3147311133,63031,United States,No,"Yes, I have training in military culture",,"525 St. Francois Street
Florissant, Missouri 63031
(38.793774, -90.327602)",Suite 6
"Patricia Cholak, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,6602386460,65336,United States,No,"Not yet, but I would like to work with the military community",,"697 SE 550
Knob Noster, Missouri 65336
(38.67651, -93.618998)",
"PCS Professional Counseling, LLC",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,http://PCSCounselingLLC.Com,5736357272,65101,United States,Yes,"Yes, I have served in the military",,"312 West Dunklin Street
Jefferson City, Missouri 65101
(38.574922, -92.179877)",
"Peter Gusman, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,,8165050909,64116,United States,Yes,"Yes, I have training in military culture",,"4131 N. Mulberry Drive
Kansas City, Missouri 64116
(39.168469, -94.597559)",Suite 245
"Peter Schumaker, LPC",No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,http://therapists.psychologytoday.com/rms/111115,3142460560,63143,United States,No,"Not yet, but I would like to work with the military community",,"3134 S Sutton Blvd
Maplewood, Missouri 63143
(38.607083, -90.320812)",
"Phoenix Programs, Inc.",No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,http://www.phoenixprogramsinc.org,5738758880,65202,United States,No,"Not yet, but I would like to work with the military community",,"90 E Leslie Ln
Columbia, Missouri 65202
(38.97212, -92.335588)",
Plaza Counseling Services,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://plazacounselingkc.com,8167562984,64112,United States,Yes,"Yes, I have training in military culture",,"4600 Madison Ave
Kansas City, Missouri 64112
(39.044866, -94.597255)",Suite 725
Preferred Family Healthcare,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://pfh.org,3147722205,63118,United States,No,"Not yet, but I would like to work with the military community",,"3800 South Broadway
St. Louis, Missouri 63118
(38.585951, -90.226582)",
Preferred Family Healthcare,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,3147297050,63128,United States,No,"Not yet, but I would like to work with the military community",,"10024 Office Center Ave
St. Louis, Missouri 63128
(38.52266, -90.363152)",Suite 100
Preferred Family Healthcare,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,http://pfh.org,3143611630,63118,United States,No,"Not yet, but I would like to work with the military community",,"2639 Miami Street
St. Louis, Missouri 63118
(38.589888, -90.227754)",
Preferred Family Healthcare,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.pfh.org,5736324321,65109,United States,No,"Not yet, but I would like to work with the military community",,"210 Hoover Road
Jefferson City, Missouri 65109
(38.59714, -92.22207)",
Probasco and Associates,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,http://probascoandassociates.com/,8167818550,64068,United States,No,"Not yet, but I would like to work with the military community",,"1129 West Kansas Street
Liberty, Missouri 64068
(39.24359, -94.43931)",Suite B
"Rachel Millonas, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,6362227372,63021,United States,No,"Not yet, but I would like to work with the military community",,"255 Village Meadow Dr.
Ballwin, Missouri 63021
(38.581291, -90.56496)",
